"issueKey","rule","severity","type","status","component","line","message","effort","tags","createdAt","updatedAt"
"AZxFlRJ4D8AIjSwy0IjV","csharpsquid:S1450","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepStorylines.cs","12","Remove the field '_contentPanel' and declare it as a local variable in the relevant methods.","5min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRI5D8AIjSwy0IjB","csharpsquid:S1192","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepTopicInput.cs","87","Define a constant instead of using this literal 'Segoe UI' 12 times.","4min","design","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRI5D8AIjSwy0IjC","csharpsquid:S1192","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepTopicInput.cs","371","Define a constant instead of using this literal 'Validation' 4 times.","4min","design","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRI5D8AIjSwy0IjA","csharpsquid:S4144","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepTopicInput.cs","512","Update this method so that its implementation is not identical to 'OnIndustryPreferenceChanged'.","15min","confusing;duplicate;suspicious","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxIbfyHoCkCvYfP7rEo","external_roslyn:CA2263","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepTopicInput.cs","602","Prefer the generic overload 'System.Enum.GetNames<TEnum>()' instead of 'System.Enum.GetNames(System.Type)'","0min","","2026-02-10T03:07:36+0000","2026-02-10T16:41:03+0000"
"AZxFlRJVD8AIjSwy0IjF","csharpsquid:S1450","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepWorldModel.cs","20","Remove the field '_organizationRows' and declare it as a local variable in the relevant methods.","5min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRJVD8AIjSwy0IjG","csharpsquid:S1450","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepWorldModel.cs","21","Remove the field '_personRows' and declare it as a local variable in the relevant methods.","5min","pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRJVD8AIjSwy0IjH","csharpsquid:S1192","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepWorldModel.cs","217","Define a constant instead of using this literal 'Domain' 5 times.","4min","design","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRJVD8AIjSwy0IjI","csharpsquid:S1192","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepWorldModel.cs","252","Define a constant instead of using this literal 'Founded' 4 times.","4min","design","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRJVD8AIjSwy0IjJ","csharpsquid:S1192","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepWorldModel.cs","340","Define a constant instead of using this literal 'Involvement' 4 times.","4min","design","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxGGBUS1a6jXngCKKTv","external_roslyn:CA1861","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepWorldModel.cs","343","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array","0min","","2026-02-10T03:07:36+0000","2026-02-10T05:48:00+0000"
"AZxFlRJVD8AIjSwy0IjK","csharpsquid:S3267","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepWorldModel.cs","658","Loop should be simplified by calling Select(assignment => assignment.Character))","5min","","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRJVD8AIjSwy0IjL","csharpsquid:S6562","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:UserControls/StepWorldModel.cs","787","Provide the ""DateTimeKind"" when creating this object.","5min","localisation;pitfall","2026-02-10T03:07:36+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0Iiw","csharpsquid:S3776","CRITICAL","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","1881","Refactor this method to reduce its Cognitive Complexity from 42 to the 15 allowed.","6min","brain-overload","2026-01-27T01:29:13+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0Iir","csharpsquid:S3400","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","1372","Remove this method and declare a constant for this value.","5min","confusing","2026-01-27T01:18:14+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0Iit","csharpsquid:S2325","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","1543","Make 'BuildBatchUserPrompt' a static method.","5min","pitfall","2026-01-27T01:18:14+0000","2026-02-10T03:25:11+0000"
"AZxGGBTc1a6jXngCKKTm","external_roslyn:CA1822","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","1543","Member 'BuildBatchUserPrompt' does not access instance data and can be marked as static","0min","","2026-01-27T01:18:14+0000","2026-02-10T05:48:00+0000"
"AZxFlRItD8AIjSwy0IiX","csharpsquid:S3241","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","1726","Change return type to 'void'; not a single caller uses the returned value.","2min","design;unused","2026-01-27T01:18:14+0000","2026-02-10T03:25:11+0000"
"AZxFlRLdD8AIjSwy0Ijs","csharpsquid:S1481","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","24","Remove the unused local variable 'accentColor'.","5min","unused","2026-01-26T01:36:22+0000","2026-02-10T03:25:11+0000"
"AZxFlRLdD8AIjSwy0Ijx","csharpsquid:S3776","CRITICAL","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","239","Refactor this method to reduce its Cognitive Complexity from 65 to the 15 allowed.","6min","brain-overload","2026-01-26T01:36:22+0000","2026-02-10T03:25:11+0000"
"AZxFlRLdD8AIjSwy0Ijp","csharpsquid:S1192","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","264","Define a constant instead of using this literal '</ul>' 4 times.","4min","design","2026-01-26T01:36:22+0000","2026-02-10T03:25:11+0000"
"AZxFlRLdD8AIjSwy0Ijq","csharpsquid:S1192","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","265","Define a constant instead of using this literal '</ol>' 4 times.","4min","design","2026-01-26T01:36:22+0000","2026-02-10T03:25:11+0000"
"AZxFlRLdD8AIjSwy0Ijz","csharpsquid:S3267","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","392","Loops should be simplified using the ""Where"" LINQ method","5min","","2026-01-26T01:36:22+0000","2026-02-10T03:25:11+0000"
"AZxGGBWw1a6jXngCKKT3","external_roslyn:SYSLIB1045","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","416","Use 'GeneratedRegexAttribute' to generate the regular expression implementation at compile-time.","0min","","2026-01-26T01:36:22+0000","2026-02-10T05:48:00+0000"
"AZxGGBWw1a6jXngCKKT4","external_roslyn:SYSLIB1045","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","422","Use 'GeneratedRegexAttribute' to generate the regular expression implementation at compile-time.","0min","","2026-01-26T01:36:22+0000","2026-02-10T05:48:00+0000"
"AZxGGBWw1a6jXngCKKT5","external_roslyn:SYSLIB1045","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","428","Use 'GeneratedRegexAttribute' to generate the regular expression implementation at compile-time.","0min","","2026-01-26T01:36:22+0000","2026-02-10T05:48:00+0000"
"AZxGGBWw1a6jXngCKKT6","external_roslyn:SYSLIB1045","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","434","Use 'GeneratedRegexAttribute' to generate the regular expression implementation at compile-time.","0min","","2026-01-26T01:36:22+0000","2026-02-10T05:48:00+0000"
"AZxFlRDJD8AIjSwy0If8","csharpsquid:S2094","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Models/PresentationTheme.cs","78","Remove this empty class, write its code or make it an ""interface"".","5min","clumsy","2026-01-26T01:36:22+0000","2026-02-10T03:25:11+0000"
"AZxFlRHvD8AIjSwy0Igg","csharpsquid:S2325","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/CharacterGenerator.cs","27","Make 'AssignVoice' a static method.","5min","pitfall","2026-01-26T01:36:22+0000","2026-02-10T03:25:11+0000"
"AZxGGBRb1a6jXngCKKS0","external_roslyn:CA1822","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/CharacterGenerator.cs","27","Member 'AssignVoice' does not access instance data and can be marked as static","0min","","2026-01-26T01:36:22+0000","2026-02-10T05:48:00+0000"
"AZxGGBR21a6jXngCKKS7","external_roslyn:CA1822","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","15","Member 'CreateWordDocument' does not access instance data and can be marked as static","0min","","2026-01-26T01:36:22+0000","2026-02-10T05:48:00+0000"
"AZxGGBR21a6jXngCKKS8","external_roslyn:CA1822","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","173","Member 'CreatePowerPointDocument' does not access instance data and can be marked as static","0min","","2026-01-26T01:36:22+0000","2026-02-10T05:48:00+0000"
"AZxFlRKlD8AIjSwy0Iji","csharpsquid:S1192","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Forms/DisclaimerDialog.cs","62","Define a constant instead of using this literal 'Segoe UI' 5 times.","4min","design","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRKlD8AIjSwy0Ijj","csharpsquid:S3400","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Forms/DisclaimerDialog.cs","151","Remove this method and declare a constant for this value.","5min","confusing","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRKdD8AIjSwy0Ijh","csharpsquid:S3168","MAJOR","BUG","OPEN","Sevrak-LLC_evidence-foundry:Forms/WizardForm.cs","218","Return 'Task' instead.","15min","async-await;multi-threading","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRK8D8AIjSwy0Ijn","csharpsquid:S3458","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/ButtonHelper.cs","41","Remove this empty 'case' clause.","1min","clumsy;finding","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxGGBWw1a6jXngCKKT2","external_roslyn:CA1861","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","241","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxFlRLdD8AIjSwy0Ijr","csharpsquid:S1192","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","351","Define a constant instead of using this literal '</div>' 5 times.","4min","design","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRLdD8AIjSwy0Ij0","csharpsquid:S3267","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","472","Loops should be simplified using the ""Where"" LINQ method","5min","","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRLdD8AIjSwy0Ij1","csharpsquid:S6610","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","481","""StartsWith"" overloads that take a ""char"" should be used","5min","performance","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxGGBWw1a6jXngCKKT7","external_roslyn:CA1866","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","481","Use 'string.StartsWith(char)' instead of 'string.StartsWith(string)' when you have a string with a single char","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxGGBWw1a6jXngCKKT8","external_roslyn:CA1861","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","496","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxFlRLdD8AIjSwy0Ijy","csharpsquid:S3776","CRITICAL","CODE_SMELL","CLOSED","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","529","Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.","6min","brain-overload","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxGGBWw1a6jXngCKKT-","external_roslyn:CA1861","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","532","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxGGBWw1a6jXngCKKT9","external_roslyn:CA1847","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/HtmlEmailFormatter.cs","560","Use 'string.Contains(char)' instead of 'string.Contains(string)' when searching for a single character","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxFlRK0D8AIjSwy0Ijm","csharpsquid:S3260","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/LoadingOverlay.cs","200","Private classes which are not derived in the current assembly should be marked as 'sealed'.","5min","performance","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxGGBWY1a6jXngCKKT1","external_roslyn:CA1861","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Helpers/ThreadingHelper.cs","115","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxFlRG2D8AIjSwy0IgE","csharpsquid:S2325","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/CalendarService.cs","13","Make 'CreateCalendarInvite' a static method.","5min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRG2D8AIjSwy0IgF","csharpsquid:S107","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/CalendarService.cs","13","Method has 8 parameters, which is greater than the 7 authorized.","20min","brain-overload","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxGGBQA1a6jXngCKKSb","external_roslyn:CA1822","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/CalendarService.cs","13","Member 'CreateCalendarInvite' does not access instance data and can be marked as static","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxFlRItD8AIjSwy0IiO","csharpsquid:S3260","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","35","Private classes which are not derived in the current assembly should be marked as 'sealed'.","5min","performance","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0IiZ","csharpsquid:S6561","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","124","Avoid using ""DateTime.Now"" for benchmarking or timespan calculation operations.","10min","","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0Iia","csharpsquid:S6561","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","136","Avoid using ""DateTime.Now"" for benchmarking or timespan calculation operations.","10min","","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0Iib","csharpsquid:S6561","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","142","Avoid using ""DateTime.Now"" for benchmarking or timespan calculation operations.","10min","","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0Iiz","csharpsquid:S2325","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","1995","Make 'SelectEmailsForAttachments' a static method.","5min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxGGBTc1a6jXngCKKTn","external_roslyn:CA1822","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","1995","Member 'SelectEmailsForAttachments' does not access instance data and can be marked as static","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxFlRItD8AIjSwy0Iiy","csharpsquid:S3776","CRITICAL","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2006","Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.","6min","brain-overload","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxGGBTc1a6jXngCKKTi","external_roslyn:CA1836","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2037","Prefer 'IsEmpty' over 'Count' to determine whether the object is empty","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxGGBTc1a6jXngCKKTk","external_roslyn:CA1836","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2263","Prefer 'IsEmpty' over 'Count' to determine whether the object is empty","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxFlRItD8AIjSwy0Ii1","csharpsquid:S1066","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2325","Merge this if statement with the enclosing one.","5min","clumsy","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRIuD8AIjSwy0Ii5","csharpsquid:S1172","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2478","Remove this unused method parameter 'email'.","5min","unused","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0IiP","csharpsquid:S3260","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2706","Private classes which are not derived in the current assembly should be marked as 'sealed'.","5min","performance","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRIuD8AIjSwy0Ii-","csharpsquid:S1172","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2721","Remove this unused method parameter 'characters'.","5min","unused","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRIuD8AIjSwy0Ii_","csharpsquid:S6580","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2761","Use a format provider when parsing date and time.","10min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRIuD8AIjSwy0Ii9","csharpsquid:S6562","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2770","Provide the ""DateTimeKind"" when creating this object.","5min","localisation;pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0IiQ","csharpsquid:S3260","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2801","Private classes which are not derived in the current assembly should be marked as 'sealed'.","5min","performance","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0IiR","csharpsquid:S3260","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2889","Private classes which are not derived in the current assembly should be marked as 'sealed'.","5min","performance","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0IiS","csharpsquid:S3260","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2963","Private classes which are not derived in the current assembly should be marked as 'sealed'.","5min","performance","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0IiT","csharpsquid:S3260","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2972","Private classes which are not derived in the current assembly should be marked as 'sealed'.","5min","performance","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0IiU","csharpsquid:S3260","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2985","Private classes which are not derived in the current assembly should be marked as 'sealed'.","5min","performance","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0IiV","csharpsquid:S3260","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","2997","Private classes which are not derived in the current assembly should be marked as 'sealed'.","5min","performance","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRItD8AIjSwy0IiW","csharpsquid:S3260","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmailGenerator.cs","3006","Private classes which are not derived in the current assembly should be marked as 'sealed'.","5min","performance","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxGGBRK1a6jXngCKKSn","external_roslyn:CA1822","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmlFileService.cs","12","Member 'SaveEmailAsEmlAsync' does not access instance data and can be marked as static","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxGGBRK1a6jXngCKKSo","external_roslyn:CA1068","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/EmlFileService.cs","29","Method 'EvidenceFoundry.Services.EmlFileService.SaveAllEmailsAsync(System.Collections.Generic.List<EvidenceFoundry.Models.EmailThread>, string, bool, System.IProgress<(int completed, int total, string currentFile)>?, System.Threading.CancellationToken, int?, bool)' should take CancellationToken as the last parameter","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxFlRH5D8AIjSwy0Ihi","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","30","Review this call, which partially matches an overload without 'params'. The partial match is 'SectionProperties.SectionProperties(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihj","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","37","Review this call, which partially matches an overload without 'params'. The partial match is 'Paragraph.Paragraph(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ih2","csharpsquid:S1481","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","44","Remove the unused local variable 'headerRun'.","5min","unused","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ih3","csharpsquid:S1481","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","55","Remove the unused local variable 'accentPara'.","5min","unused","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihk","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","55","Review this call, which partially matches an overload without 'params'. The partial match is 'Paragraph.Paragraph(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihl","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","65","Review this call, which partially matches an overload without 'params'. The partial match is 'Paragraph.Paragraph(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihm","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","66","Review this call, which partially matches an overload without 'params'. The partial match is 'ParagraphProperties.ParagraphProperties(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ih4","csharpsquid:S1481","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","80","Remove the unused local variable 'dividerPara'.","5min","unused","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihn","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","80","Review this call, which partially matches an overload without 'params'. The partial match is 'Paragraph.Paragraph(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Iho","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","82","Review this call, which partially matches an overload without 'params'. The partial match is 'ParagraphBorders.ParagraphBorders(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihp","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","93","Review this call, which partially matches an overload without 'params'. The partial match is 'Paragraph.Paragraph(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihq","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","94","Review this call, which partially matches an overload without 'params'. The partial match is 'ParagraphProperties.ParagraphProperties(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
